Title,Abstract,PDF Link,Category
Learning Robust Statistics for Simulation-based Inference under Model Misspecification,https://papers.nips.cc/paper_files/paper/2023/hash/16c5b4102a6b6eb061e502ce6736ad8a-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/16c5b4102a6b6eb061e502ce6736ad8a-Paper-Conference.pdf,Optimization
De novo Drug Design using Reinforcement Learning with Multiple GPT Agents,https://papers.nips.cc/paper_files/paper/2023/hash/1737656c4dc65027939e47e4587ce95e-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1737656c4dc65027939e47e4587ce95e-Paper-Conference.pdf,Reinforcement Learning
Pointwise uncertainty quantification for sparse variational Gaussian process regression with a Brownian motion prior,https://papers.nips.cc/paper_files/paper/2023/hash/176a579942089c4cdc70136c567932ab-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/176a579942089c4cdc70136c567932ab-Paper-Conference.pdf,Optimization
Towards Efficient Image Compression Without Autoregressive Models,https://papers.nips.cc/paper_files/paper/2023/hash/170dc3e41f2d03e327e04dbab0fccbfb-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/170dc3e41f2d03e327e04dbab0fccbfb-Paper-Conference.pdf,Optimization
TIES-Merging_ Resolving Interference When Merging Models,https://papers.nips.cc/paper_files/paper/2023/hash/1644c9af28ab7916874f6fd6228a9bcf-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1644c9af28ab7916874f6fd6228a9bcf-Paper-Conference.pdf,Optimization
Explaining Predictive Uncertainty with Information Theoretic Shapley Values,https://papers.nips.cc/paper_files/paper/2023/hash/16e4be78e61a3897665fa01504e9f452-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/16e4be78e61a3897665fa01504e9f452-Paper-Conference.pdf,Computer Vision
3D-IntPhys_ Towards More Generalized 3D-grounded Visual Intuitive Physics under Challenging Scenes,https://papers.nips.cc/paper_files/paper/2023/hash/164687cb815daae754d33364716e65e6-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/164687cb815daae754d33364716e65e6-Paper-Conference.pdf,Computer Vision
Balancing memorization and generalization in RNNs for high performance brain-machine Interfaces,https://papers.nips.cc/paper_files/paper/2023/hash/17a234c91f746d9625a75cf8a8731ee2-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/17a234c91f746d9625a75cf8a8731ee2-Paper-Conference.pdf,Reinforcement Learning
CADet_ Fully Self-Supervised Out-Of-Distribution Detection With Contrastive Learning,https://papers.nips.cc/paper_files/paper/2023/hash/1700ad4e6252e8f2955909f96367b34d-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1700ad4e6252e8f2955909f96367b34d-Paper-Conference.pdf,Computer Vision
Few-shot Generation via Recalling Brain-Inspired Episodic-Semantic Memory,https://papers.nips.cc/paper_files/paper/2023/hash/17826a22eb8b58494dfdfca61e772c39-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/17826a22eb8b58494dfdfca61e772c39-Paper-Conference.pdf,Optimization
Block-State Transformers,https://papers.nips.cc/paper_files/paper/2023/hash/16ccd203e9e3696a7ab0dcf568316379-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/16ccd203e9e3696a7ab0dcf568316379-Paper-Conference.pdf,Optimization
PriorBand_ Practical Hyperparameter Optimization in the Age of Deep Learning,https://papers.nips.cc/paper_files/paper/2023/hash/1704fe7aaff33a54802b83a016050ab8-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1704fe7aaff33a54802b83a016050ab8-Paper-Conference.pdf,Deep Learning
Generating Behaviorally Diverse Policies with Latent Diffusion Models,https://papers.nips.cc/paper_files/paper/2023/hash/180d4373aca26bd86bf45fc50d1a709f-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/180d4373aca26bd86bf45fc50d1a709f-Paper-Conference.pdf,Optimization
Initialization-Dependent Sample Complexity of Linear Predictors and Neural Networks,https://papers.nips.cc/paper_files/paper/2023/hash/18210aa6209b9adfc97b8c17c3741d95-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/18210aa6209b9adfc97b8c17c3741d95-Paper-Conference.pdf,Deep Learning
Incentives in Private Collaborative Machine Learning,https://papers.nips.cc/paper_files/paper/2023/hash/180f1a1de4244c009ff0848c55ae54a5-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/180f1a1de4244c009ff0848c55ae54a5-Paper-Conference.pdf,Optimization
Incentivizing Honesty among Competitors in Collaborative Learning and Optimization,https://papers.nips.cc/paper_files/paper/2023/hash/182b39a4458fb4a9a8d6871a6671ff3e-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/182b39a4458fb4a9a8d6871a6671ff3e-Paper-Conference.pdf,Optimization
VideoComposer_ Compositional Video Synthesis with Motion Controllability,https://papers.nips.cc/paper_files/paper/2023/hash/180f6184a3458fa19c28c5483bc61877-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/180f6184a3458fa19c28c5483bc61877-Paper-Conference.pdf,Optimization
Look Beneath the Surface_ Exploiting Fundamental Symmetry for Sample-Efficient Offline RL,https://papers.nips.cc/paper_files/paper/2023/hash/181a027913d36bc0a8857c0da661d621-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/181a027913d36bc0a8857c0da661d621-Paper-Conference.pdf,Reinforcement Learning
Equal Opportunity of Coverage in Fair Regression,https://papers.nips.cc/paper_files/paper/2023/hash/1849b94ed817ae7043a6b6934ef410c1-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1849b94ed817ae7043a6b6934ef410c1-Paper-Conference.pdf,Optimization
Saddle-to-Saddle Dynamics in Diagonal Linear Networks,https://papers.nips.cc/paper_files/paper/2023/hash/17a9ab4190289f0e1504bbb98d1d111a-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/17a9ab4190289f0e1504bbb98d1d111a-Paper-Conference.pdf,Optimization
SNAP_ Self-Supervised Neural Maps for Visual Positioning and Semantic Understanding,https://papers.nips.cc/paper_files/paper/2023/hash/182c433412b33c14e32a7c4fc2c3e290-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/182c433412b33c14e32a7c4fc2c3e290-Paper-Conference.pdf,Computer Vision
Collaboratively Learning Linear Models with Structured Missing Data,https://papers.nips.cc/paper_files/paper/2023/hash/17f158c25b08758cf650130f7f173e51-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/17f158c25b08758cf650130f7f173e51-Paper-Conference.pdf,Optimization
EvoPrompting_ Language Models for Code-Level Neural Architecture Search,https://papers.nips.cc/paper_files/paper/2023/hash/184c1e18d00d7752805324da48ad25be-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/184c1e18d00d7752805324da48ad25be-Paper-Conference.pdf,Deep Learning
Nonparametric Teaching for Multiple Learners,https://papers.nips.cc/paper_files/paper/2023/hash/184a03a3ad07e8897c62461c02634b02-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/184a03a3ad07e8897c62461c02634b02-Paper-Conference.pdf,Optimization
TopP&R_ Robust Support Estimation Approach for Evaluating Fidelity and Diversity in Generative Models,https://papers.nips.cc/paper_files/paper/2023/hash/185969291540b3cd86e70c51e8af5d08-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/185969291540b3cd86e70c51e8af5d08-Paper-Conference.pdf,Optimization
Globally solving the Gromov-Wasserstein problem for point clouds in low dimensional Euclidean spaces,https://papers.nips.cc/paper_files/paper/2023/hash/188409d2ad91db4fb13644d024d99074-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/188409d2ad91db4fb13644d024d99074-Paper-Conference.pdf,Optimization
Adversarial Resilience in Sequential Prediction via Abstention,https://papers.nips.cc/paper_files/paper/2023/hash/1967f962c7c2083618236d80eeb9d1ac-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1967f962c7c2083618236d80eeb9d1ac-Paper-Conference.pdf,Reinforcement Learning
A Unified Detection Framework for Inference-Stage Backdoor Defenses,https://papers.nips.cc/paper_files/paper/2023/hash/1868a3c73d0d2a44c42458575fa8514c-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1868a3c73d0d2a44c42458575fa8514c-Paper-Conference.pdf,Computer Vision
Global-correlated 3D-decoupling Transformer for Clothed Avatar Reconstruction,https://papers.nips.cc/paper_files/paper/2023/hash/1857d2e8f51ed219ca0c2663239b38e5-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1857d2e8f51ed219ca0c2663239b38e5-Paper-Conference.pdf,Optimization
Non-Stationary Bandits with Auto-Regressive Temporal Dependency,https://papers.nips.cc/paper_files/paper/2023/hash/186a213d720568b31f9b59c085a23e5a-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/186a213d720568b31f9b59c085a23e5a-Paper-Conference.pdf,Reinforcement Learning
Time-Independent Information-Theoretic Generalization Bounds for SGLD,https://papers.nips.cc/paper_files/paper/2023/hash/19dbb86f771ddbf9986cf0c9b1c61c17-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/19dbb86f771ddbf9986cf0c9b1c61c17-Paper-Conference.pdf,Deep Learning
Multiplication-Free Transformer Training via Piecewise Affine Operations,https://papers.nips.cc/paper_files/paper/2023/hash/19df21cd4931bd0caaa4d8480e9a59cd-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/19df21cd4931bd0caaa4d8480e9a59cd-Paper-Conference.pdf,Optimization
Combinatorial Optimization with Policy Adaptation using Latent Space Search,https://papers.nips.cc/paper_files/paper/2023/hash/18d3a2f3068d6c669dcae19ceca1bc24-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/18d3a2f3068d6c669dcae19ceca1bc24-Paper-Conference.pdf,Optimization
Temporally Disentangled Representation Learning under Unknown Nonstationarity,https://papers.nips.cc/paper_files/paper/2023/hash/19a567abaec3990cb40d7a013556fecd-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/19a567abaec3990cb40d7a013556fecd-Paper-Conference.pdf,Deep Learning
Accelerated Quasi-Newton Proximal Extragradient_ Faster Rate for Smooth Convex Optimization,https://papers.nips.cc/paper_files/paper/2023/hash/19c9708f31ec44b5b1cbd67f91d05d95-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/19c9708f31ec44b5b1cbd67f91d05d95-Paper-Conference.pdf,Optimization
How Does Adaptive Optimization Impact Local Neural Network Geometry_,https://papers.nips.cc/paper_files/paper/2023/hash/1a5e6d0441a8e1eda9a50717b0870f94-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1a5e6d0441a8e1eda9a50717b0870f94-Paper-Conference.pdf,Optimization
Conditional Adapters_ Parameter-efficient Transfer Learning with Fast Inference,https://papers.nips.cc/paper_files/paper/2023/hash/19d7204af519eae9993f7f72377a0ec0-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/19d7204af519eae9993f7f72377a0ec0-Paper-Conference.pdf,Optimization
Unsupervised Semantic Correspondence Using Stable Diffusion,https://papers.nips.cc/paper_files/paper/2023/hash/1a074a28c3a6f2056562d00649ae6416-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1a074a28c3a6f2056562d00649ae6416-Paper-Conference.pdf,Optimization
Efficient Subgame Refinement for Extensive-form Games,https://papers.nips.cc/paper_files/paper/2023/hash/1a2b4aba905a16733ff199888ac8eec4-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1a2b4aba905a16733ff199888ac8eec4-Paper-Conference.pdf,Optimization
Topology-Aware Uncertainty for Image Segmentation,https://papers.nips.cc/paper_files/paper/2023/hash/19ded4cfc36a7feb7fce975393d378fd-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/19ded4cfc36a7feb7fce975393d378fd-Paper-Conference.pdf,Computer Vision
A Unified Framework for Uniform Signal Recovery in Nonlinear Generative Compressed Sensing,https://papers.nips.cc/paper_files/paper/2023/hash/1a04df6a405210aab4986994b873db9b-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1a04df6a405210aab4986994b873db9b-Paper-Conference.pdf,Optimization
Simplicity Bias in 1-Hidden Layer Neural Networks,https://papers.nips.cc/paper_files/paper/2023/hash/196c4e02b7464c554f0f5646af5d502e-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/196c4e02b7464c554f0f5646af5d502e-Paper-Conference.pdf,Deep Learning
Tempo Adaptation in Non-stationary Reinforcement Learning,https://papers.nips.cc/paper_files/paper/2023/hash/1a0672689a693e0764f93f900488b3d9-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1a0672689a693e0764f93f900488b3d9-Paper-Conference.pdf,Reinforcement Learning
ProlificDreamer_ High-Fidelity and Diverse Text-to-3D Generation with Variational Score Distillation,https://papers.nips.cc/paper_files/paper/2023/hash/1a87980b9853e84dfb295855b425c262-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1a87980b9853e84dfb295855b425c262-Paper-Conference.pdf,Optimization
NeRF-IBVS_ Visual Servo Based on NeRF for Visual Localization and Navigation,https://papers.nips.cc/paper_files/paper/2023/hash/1a57081f257da7b440b8eda72a0b12d4-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1a57081f257da7b440b8eda72a0b12d4-Paper-Conference.pdf,Computer Vision
In-Context Learning Unlocked for Diffusion Models,https://papers.nips.cc/paper_files/paper/2023/hash/1b3750390ca8b931fb9ca988647940cb-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1b3750390ca8b931fb9ca988647940cb-Paper-Conference.pdf,Deep Learning
CSOT_ Curriculum and Structure-Aware Optimal Transport for Learning with Noisy Labels,https://papers.nips.cc/paper_files/paper/2023/hash/1b0da24d136f46bfaee78e8da907127e-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1b0da24d136f46bfaee78e8da907127e-Paper-Conference.pdf,Optimization
Hierarchical Vector Quantized Transformer for Multi-class Unsupervised Anomaly Detection,https://papers.nips.cc/paper_files/paper/2023/hash/1abc87c67cc400a67b869358e627fe37-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1abc87c67cc400a67b869358e627fe37-Paper-Conference.pdf,Computer Vision
SAMoSSA_ Multivariate Singular Spectrum Analysis with Stochastic Autoregressive Noise,https://papers.nips.cc/paper_files/paper/2023/hash/1a8d295871250443f9747d239925b89d-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1a8d295871250443f9747d239925b89d-Paper-Conference.pdf,Optimization
Towards Accelerated Model Training via Bayesian Data Selection,https://papers.nips.cc/paper_files/paper/2023/hash/1af3e0bf5905e33789979f666c31192d-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1af3e0bf5905e33789979f666c31192d-Paper-Conference.pdf,Optimization
Reflexion_ language agents with verbal reinforcement learning,https://papers.nips.cc/paper_files/paper/2023/hash/1b44b878bb782e6954cd888628510e90-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1b44b878bb782e6954cd888628510e90-Paper-Conference.pdf,Reinforcement Learning
Are Diffusion Models Vision-And-Language Reasoners_,https://papers.nips.cc/paper_files/paper/2023/hash/1a675d804f50509b8e21d0d3ca709d03-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1a675d804f50509b8e21d0d3ca709d03-Paper-Conference.pdf,Computer Vision
MCUFormer_ Deploying Vision Tranformers on Microcontrollers with Limited Memory,https://papers.nips.cc/paper_files/paper/2023/hash/1ae4999aefb509d75d8608e07280922c-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1ae4999aefb509d75d8608e07280922c-Paper-Conference.pdf,Computer Vision
Demographic Parity Constrained Minimax Optimal Regression under Linear Model,https://papers.nips.cc/paper_files/paper/2023/hash/1b4acad19cc425a7352a71d4e4468393-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1b4acad19cc425a7352a71d4e4468393-Paper-Conference.pdf,Optimization
NAS-X_ Neural Adaptive Smoothing via Twisting,https://papers.nips.cc/paper_files/paper/2023/hash/1b3d005a2cb0e71e698e0b13ac657473-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1b3d005a2cb0e71e698e0b13ac657473-Paper-Conference.pdf,Deep Learning
GeoCLIP_ Clip-Inspired Alignment between Locations and Images for Effective Worldwide Geo-localization,https://papers.nips.cc/paper_files/paper/2023/hash/1b57aaddf85ab01a2445a79c9edc1f4b-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1b57aaddf85ab01a2445a79c9edc1f4b-Paper-Conference.pdf,Optimization
Neural Combinatorial Optimization with Heavy Decoder_ Toward Large Scale Generalization,https://papers.nips.cc/paper_files/paper/2023/hash/1c10d0c087c14689628124bbc8fa69f6-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1c10d0c087c14689628124bbc8fa69f6-Paper-Conference.pdf,Optimization
The Double-Edged Sword of Implicit Bias_ Generalization vs. Robustness in ReLU Networks,https://papers.nips.cc/paper_files/paper/2023/hash/1c26c389d60ec419fd24b5fee5b35796-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1c26c389d60ec419fd24b5fee5b35796-Paper-Conference.pdf,Reinforcement Learning
Minimum norm interpolation by perceptra_ Explicit regularization and implicit bias,https://papers.nips.cc/paper_files/paper/2023/hash/1b8612e11c75456c90963fd408d75c4d-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1b8612e11c75456c90963fd408d75c4d-Paper-Conference.pdf,Optimization
Object-Centric Slot Diffusion,https://papers.nips.cc/paper_files/paper/2023/hash/1b3ceb8a495a63ced4a48f8429ccdcd8-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1b3ceb8a495a63ced4a48f8429ccdcd8-Paper-Conference.pdf,Computer Vision
Blockwise Parallel Transformers for Large Context Models,https://papers.nips.cc/paper_files/paper/2023/hash/1bfd87d2d92f0556819467dc08034f76-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1bfd87d2d92f0556819467dc08034f76-Paper-Conference.pdf,Optimization
Spectral Co-Distillation for Personalized Federated Learning,https://papers.nips.cc/paper_files/paper/2023/hash/1b86cf4b15cd83b6520d851eb7298228-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1b86cf4b15cd83b6520d851eb7298228-Paper-Conference.pdf,Optimization
Beyond MLE_ Convex Learning for Text Generation,https://papers.nips.cc/paper_files/paper/2023/hash/1c3d419b754cb4de0a67a453cb28d959-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1c3d419b754cb4de0a67a453cb28d959-Paper-Conference.pdf,Deep Learning
Topological Obstructions and How to Avoid Them,https://papers.nips.cc/paper_files/paper/2023/hash/1c12ccfc7720f6b680edea17300bfc2b-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1c12ccfc7720f6b680edea17300bfc2b-Paper-Conference.pdf,Optimization
Gradient Informed Proximal Policy Optimization,https://papers.nips.cc/paper_files/paper/2023/hash/1bd8cfc0e4c53869b7f1d0ed4b1e78e1-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1bd8cfc0e4c53869b7f1d0ed4b1e78e1-Paper-Conference.pdf,Optimization
Bandit Task Assignment with Unknown Processing Time,https://papers.nips.cc/paper_files/paper/2023/hash/1c5ee7343f396954377c2c16dda33a96-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1c5ee7343f396954377c2c16dda33a96-Paper-Conference.pdf,Reinforcement Learning
Off-Policy Evaluation for Human Feedback,https://papers.nips.cc/paper_files/paper/2023/hash/1cb57fcf7ff3f6d37eebae5becc9ea6d-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1cb57fcf7ff3f6d37eebae5becc9ea6d-Paper-Conference.pdf,Optimization
PromptRestorer_ A Prompting Image Restoration Method with Degradation Perception,https://papers.nips.cc/paper_files/paper/2023/hash/1c364d98a5cdc426fd8c76fbb2c10e34-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1c364d98a5cdc426fd8c76fbb2c10e34-Paper-Conference.pdf,Reinforcement Learning
Contrastive Lift_ 3D Object Instance Segmentation by Slow-Fast Contrastive Fusion,https://papers.nips.cc/paper_files/paper/2023/hash/1cb5b3d64bdf3c6642c8d9a8fbecd019-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1cb5b3d64bdf3c6642c8d9a8fbecd019-Paper-Conference.pdf,Computer Vision
Adaptive Topological Feature via Persistent Homology_ Filtration Learning for Point Clouds,https://papers.nips.cc/paper_files/paper/2023/hash/1d49235669869ab737c1da9d64b7c769-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1d49235669869ab737c1da9d64b7c769-Paper-Conference.pdf,Optimization
PackQViT_ Faster Sub-8-bit Vision Transformers via Full and Packed Quantization on the Mobile,https://papers.nips.cc/paper_files/paper/2023/hash/1c92edb990a05f2269f0cc3afbb4c952-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1c92edb990a05f2269f0cc3afbb4c952-Paper-Conference.pdf,Computer Vision
Extending the Design Space of Graph Neural Networks by Rethinking Folklore Weisfeiler-Lehman,https://papers.nips.cc/paper_files/paper/2023/hash/1cac8326ce3fbe79171db9754211530c-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1cac8326ce3fbe79171db9754211530c-Paper-Conference.pdf,Optimization
Learning Universal Policies via Text-Guided Video Generation,https://papers.nips.cc/paper_files/paper/2023/hash/1d5b9233ad716a43be5c0d3023cb82d0-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1d5b9233ad716a43be5c0d3023cb82d0-Paper-Conference.pdf,Optimization
GALOPA_ Graph Transport Learning with Optimal Plan Alignment,https://papers.nips.cc/paper_files/paper/2023/hash/1d35af80e775e342f4cd3792e4405837-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1d35af80e775e342f4cd3792e4405837-Paper-Conference.pdf,Optimization
Faster Query Times for Fully Dynamic $k$-Center Clustering with Outliers,https://papers.nips.cc/paper_files/paper/2023/hash/1d8e261c241aa72f9b4a02af7f52587e-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1d8e261c241aa72f9b4a02af7f52587e-Paper-Conference.pdf,Optimization
Polyhedron Attention Module_ Learning Adaptive-order Interactions,https://papers.nips.cc/paper_files/paper/2023/hash/1d83ad88759cef8192451543e5d59bf6-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1d83ad88759cef8192451543e5d59bf6-Paper-Conference.pdf,Optimization
Towards Self-Interpretable Graph-Level Anomaly Detection,https://papers.nips.cc/paper_files/paper/2023/hash/1c6f06863df46de009a7a41b41c95cad-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1c6f06863df46de009a7a41b41c95cad-Paper-Conference.pdf,Computer Vision
Accurate Interpolation for Scattered Data through Hierarchical Residual Refinement,https://papers.nips.cc/paper_files/paper/2023/hash/1d5a92867cf463fad136cfa23395840b-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1d5a92867cf463fad136cfa23395840b-Paper-Conference.pdf,Optimization
Experiment Planning with Function Approximation,https://papers.nips.cc/paper_files/paper/2023/hash/1e0d9f30c100129259f66660403fb1e2-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1e0d9f30c100129259f66660403fb1e2-Paper-Conference.pdf,Optimization
Natural Language Instruction-following with Task-related Language Development and Translation,https://papers.nips.cc/paper_files/paper/2023/hash/1dc2fe8d9ae956616f86bab3ce5edc59-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1dc2fe8d9ae956616f86bab3ce5edc59-Paper-Conference.pdf,Natural Language Processing (NLP)
White-Box Transformers via Sparse Rate Reduction,https://papers.nips.cc/paper_files/paper/2023/hash/1e118ba9ee76c20df728b42a35fb4704-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1e118ba9ee76c20df728b42a35fb4704-Paper-Conference.pdf,Optimization
"Inconsistency, Instability, and Generalization Gap of Deep Neural Network Training",https://papers.nips.cc/paper_files/paper/2023/hash/1e58b1bf9f218fcd19e4539e982752a5-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1e58b1bf9f218fcd19e4539e982752a5-Paper-Conference.pdf,Deep Learning
Neural approximation of Wasserstein distance via a universal architecture for symmetric and factorwise group invariant functions,https://papers.nips.cc/paper_files/paper/2023/hash/1e5f58d98523298cba093f658cfdf2d6-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1e5f58d98523298cba093f658cfdf2d6-Paper-Conference.pdf,Deep Learning
Task-Robust Pre-Training for Worst-Case Downstream Adaptation,https://papers.nips.cc/paper_files/paper/2023/hash/1e4322fddd833f83c855660ac65e428d-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1e4322fddd833f83c855660ac65e428d-Paper-Conference.pdf,Optimization
Three Iterations of (d − 1)-WL Test Distinguish Non Isometric Clouds of d-dimensional Points,https://papers.nips.cc/paper_files/paper/2023/hash/1e6cf8f77bd8e907f53babcd7664c710-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1e6cf8f77bd8e907f53babcd7664c710-Paper-Conference.pdf,Computer Vision
What Do Deep Saliency Models Learn about Visual Attention_,https://papers.nips.cc/paper_files/paper/2023/hash/1e680f115a22d60cbc228a0c6dae5936-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1e680f115a22d60cbc228a0c6dae5936-Paper-Conference.pdf,Deep Learning
"AMAG_ Additive, Multiplicative and Adaptive Graph Neural Network For Forecasting Neuron Activity",https://papers.nips.cc/paper_files/paper/2023/hash/1c70ba3591d0694a535089e1c25888d7-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1c70ba3591d0694a535089e1c25888d7-Paper-Conference.pdf,Deep Learning
Convergence of Actor-Critic with Multi-Layer Neural Networks,https://papers.nips.cc/paper_files/paper/2023/hash/1dc9fbdb6b4d9955ad377cb983232c9f-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1dc9fbdb6b4d9955ad377cb983232c9f-Paper-Conference.pdf,Deep Learning
Percentile Criterion Optimization in Offline Reinforcement Learning,https://papers.nips.cc/paper_files/paper/2023/hash/1dec73169509c223220744b2c9b2df37-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1dec73169509c223220744b2c9b2df37-Paper-Conference.pdf,Reinforcement Learning
Object-centric Learning with Cyclic Walks between Parts and Whole,https://papers.nips.cc/paper_files/paper/2023/hash/1e0d38c676d5855bcfab7f6d29d20ad9-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1e0d38c676d5855bcfab7f6d29d20ad9-Paper-Conference.pdf,Deep Learning
Puzzlefusion_ Unleashing the Power of Diffusion Models for Spatial Puzzle Solving,https://papers.nips.cc/paper_files/paper/2023/hash/1e70ac91ad26ba5b24cf11b12a1f90fe-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1e70ac91ad26ba5b24cf11b12a1f90fe-Paper-Conference.pdf,Computer Vision
TextDiffuser_ Diffusion Models as Text Painters,https://papers.nips.cc/paper_files/paper/2023/hash/1df4afb0b4ebf492a41218ce16b6d8df-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2023/file/1df4afb0b4ebf492a41218ce16b6d8df-Paper-Conference.pdf,Optimization
